npi,org_name,city,state,search_state,primary_taxonomy,category
1912025446,DILLER RURAL FIRE AND AMBULANCE,Diller,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1134927270,DIXON RURAL FIRE DISTRICT,Dixon,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1578091948,DODDRIDGE COUNTY COMMISSION,West Union,WV,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1952897225,DOVE CREEK AMBULANCE DISTRICT,Dove Creek,CO,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1144362203,DOVE CREEK VOLUNTEER AMBULANCE SERVICE INC.,Dove Creek,CO,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1598512022,DUNCAN RURAL FIRE,Duncan,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1295948990,DWIGHT VOLUNTEER FIRE DEPT,Dwight,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1265519011,EAGLE VOLUNTEER FIRE DEPARTMENT,Eagle,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1720948797,EDEN-FARSON FIRE CONTROL DISTRICT,Farson,WY,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1619003662,EDGAR VOLUNTEER FIRE DEPT,Edgar,WI,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1134428725,ELBA RURAL FIRE DISTRICT,Elba,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1457555484,ELBERT FIRE PROTECTION DISTRICT,Elbert,CO,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1043326291,ELK HORN RESCUE,Elk Horn,IA,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1932306552,ELM CREEK RURAL FIRE PROTECTION DISTRICT NO 7,Elm Creek,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1639453947,ELM CREEK RURAL FIRE PROTECTION DISTRICT NO 7,Elm Creek,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1811959745,ELMWOOD RURAL FIRE DISTRICT,Elmwood,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1770579856,EMERSON RURAL FIRE DISTRICT,Emerson,NE,NE,Ambulance,municipal-fire-volunteer
1841325198,EUSTIS RESCUE SQUAD,Eustis,NE,NE,Ambulance,municipal-fire-volunteer
1063810224,EWING RURAL FIRE DISTRICT 5,Ewing,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1790213478,EXIRA FIRE & EMS ASSOCIATION INCORPORATED,Exira,IA,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1437476579,FAIRFIELD RURAL FIRE PROTECTION DISTRICT,Fairfield,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1508017583,FAIRFIELD RURAL FIRE PROTECTION DISTRICT,Fairfield,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1033292032,FALLS CITY VOLUNTEER AMBULANCE SQUAD,Falls City,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1134132863,FIRE PROTECTION DISTRICT 4,Potter,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1659081479,FIRTH RURAL FIRE PROTECTION DISTRICT,Firth,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1760801864,FRANKLIN RURAL FIRE PROTECTION DISTRICT,Franklin,NE,NE,Ambulance,municipal-fire-volunteer
1821421553,FRANKLIN RURAL FIRE PROTECTION DISTRICT,Franklin,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1508858762,FRANKLIN RURAL FIRE PROTECTION DISTRICT,Franklin,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1225212053,FRONTIER COUNTY AMBULANCE SERVICE,Curtis,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1689649949,FT CALHOUN FIRE & RESCUE DEPARTMENT,Fort Calhoun,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1306909304,GATEWAY UNAWEEP FIRE DEPARTMENT INC,Gateway,CO,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1295537330,GENOA RESCUE DEPARTMENT,Genoa,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1265733042,GIBBON VOULENTEER FIRE DEPARTMENT,Gibbon,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1700896651,GLENVIL FIRE AND RESCUE,Glenvil,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1265238596,GOSPER COUNTY RURAL FIRE DISTRICT,Elwood,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1700297306,GRAFTON RURAL FIRE DISTRICT,Grafton,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1912229501,GRANT COUNTY RESCUE SERVICES INC,Hyannis,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1184865586,GRANT COUNTY RESCUE SERVICES INC,Hyannis,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1255061784,GREATER BRIGHTON FIRE PROTECTION DISTRICT,Brighton,CO,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1063711570,GREELEY FIRE DISTRICT NO 2,Greeley,NE,NE,Ambulance,municipal-fire-volunteer
1891775771,GREENWOOD VOLUNTEER RESCUE SQUAD,Greenwood,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1225804768,GRETNA SUBURBAN FIRE PROTECTION DISTRICT,Gretna,NE,NE,Ambulance,municipal-fire-volunteer
1225309115,GRETNA VOLUNTEER FIRE AND RESCUE DEPARTMENT,Gretna,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1407023716,GRETNA VOLUNTEER FIRE DEPARTMENT INCORPORATED,Gretna,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1932362225,HADAR RURAL FIRE PROTECTION,Hadar,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1366983108,HALLAM RURAL FIRE PROTECTION DISTRICT,Hallam,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1205208311,HALLAM RURAL FIRE PROTECTION DISTRICT,Hallam,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1568475150,HALLAM VOLUNTEER FIRE DEPARTMENT,Hallam,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1083618482,HAMILTON COUNTY,Aurora,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1023455193,HAWK SPRINGS VOLUNTEER FIREMEN,Hawk Springs,WY,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1295675338,HAY SPRINGS VOLUNTEER FIRE DEPARTMENT,Hay Springs,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1548239825,HAYES CENTER FIRE DEPARTMENT,Hayes Center,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1346345634,HEMINGFORD RURAL FIRE PROTECTION DISTRICT,Hemingford,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1437929296,HEMINGFORD VOLUNTEER FIREFIGHTERS,Hemingford,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1275595357,HERMAN RESCUE SQUAD,Herman,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1760014070,HICKMAN RURAL FIRE PROTECTION DISTRICT,Hickman,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1649638693,HILDRETH RURAL FIRE DISTRICT,Hildreth,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1518447051,HOLSTEIN RURAL FIRE PROTECTION DIST,Holstein,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1205133758,HOMER RURAL FIRE PROTECTION,Homer,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1134265366,HOMER VOLUNTEER FIRE DEPARTMENT,Homer,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1184601064,HOOPER RURAL FIRE DIST 2,Hooper,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1316916620,HOSKINS FIRE DEPARTMENT,Hoskins,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1033127105,HOWELLS RURAL FIRE PROTECTION DISTRICT,Howells,NE,NE,Ambulance,municipal-fire-volunteer
1437040243,HUDSON FIRE PROTECTION DISTRICT,Hudson,CO,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1417909607,HUMPHREY VOLUNTEER FIRE DEPARTMENT,Humphrey,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1992466700,INDIANA TOWNSHIP FIRE DEPARTMENT,Knoxville,IA,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1407192404,INTER CITY FIRE PROTECTION DISTRICT,Blue Summit,MO,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1780661884,IRVINGTON VOLUNTEER FIRE DEPARTMENT INCORPORATED,Omaha,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1497071708,ISABEL-DEWEY COUNTY AMBULANCE SERVICE,Isabel,SD,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1073812178,JOHNSON RESCUE SQUAD INC,Johnson,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1275675365,KENNARD VOLUNTEER FIRE RESCUE SQUAD,Kennard,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1639772999,LANDS END FIRE PROTECTION DISTRICT,Whitewater,CO,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1407021553,LAONA RESCUE UNIT INC.,Laona,WI,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1346380409,LAWRENCE RURAL FIRE DIST.,Lawrence,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1477185858,LEGRAND TOWNSHIP,Le Grand,IA,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1922332808,LEWIS TOWNSHIP FIRE AND RESCUE,Council Bluffs,IA,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1114490745,LIMON AREA FIRE PROTECTION DISTRICT,Limon,CO,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1861786709,LINDSAY VOL FIRE & RESCUE DEPT,Lindsay,NE,NE,Ambulance,municipal-fire-volunteer
1730296245,LOGAN VOLUNTEER FIRE & RESCUE ASSOCIATION,Logan,IA,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1962619700,LOOMIS RURAL FIRE DISTRICT 4,Loomis,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1093697567,LYMAN KIOWA FIRE PROTECTION DISTRICT,Lyman,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1245334812,LYNCH AREA FIRE PROTECTION DISTRICT,Danville,IL,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1417020231,LYONS FIRE DISTRICT,Lyons,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1366873572,MALCOLM RURAL FIRE PROTECTION DISTRICT,Malcolm,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1255652756,MASON CITY RESCUE SERVICE,Mason City,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1730955295,MCPHERSON COUNTY RURAL FIRE DISTRICT,Tryon,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1790752855,MEAD RURAL FIRE PROTECTION DIST,Mead,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1124484407,MILLER RURAL FIRE DISTRICT,Sumner,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1891763793,MINATURE VOLUNTEER FIRE DEPARTMENT,Minatare,NE,NE,Ambulance,municipal-fire-volunteer
1760553366,MISSOURI VALLEY VOLUNTEER FIRE DEPARTMENT,Missouri Valley,IA,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1467158758,MONDAMIN FIRE-RESCUE INC,Mondamin,IA,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1053623389,MONROE RURAL FIRE PROTECTION DISTRICT NO 9,Monroe,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1235479346,MULLEN RURAL FIRE PROTECTION,Mullen,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1134240997,MURRAY RURAL FIRE DISTRICT,Murray,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1194788349,NAPER RURAL FIRE DISTRICT,Naper,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1376589341,NEBRASKA CITY RESCUE SERVICE,Nebraska City,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1609811777,NEMAHA RESCUE TEAM,Nemaha,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1669460689,NEOLA FIRE & RESCUE FUND RAISERS INC,Neola,IA,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1083702575,NEWCASTLE VOLUNTEER FIRE DEPARTMENT,Newcastle,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1598602096,NEWMAN GROVE RURAL FIRE DISTRICT 7,Newman Grove,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1033285556,NICKERSON RURAL FIRE DISTRICT,Nickerson,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1629911441,NICKERSON VOLUNTEER FIRE DEPARTMENT,Nickerson,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1568475622,NIOBRARA RURAL FIRE DISTRICT,Niobrara,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1194865808,NORTH BEND FIRE DEPARTMENT,North Bend,NE,NE,Ambulance,municipal-fire-volunteer
1720220999,NORTH BEND RURAL FIRE PROTECTION,North Bend,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1881680197,NORTH ROUTT FIRE PROTECTION DISTRICT,Clark,CO,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1588267843,NORTH ROUTT FIRE PROTECTION DISTRICT,Clark,CO,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1265574339,NORTHERN WARREN FIRE AND EMERGENCY,Norwalk,IA,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1932342631,OAKLAND FIRE DISTRICT DISTRICT,Oakland,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1619339066,OCONTO RURAL FIRE DISTRICT,Oconto,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1639848633,OMAHA TRIBE OF NEBRASKA,Walthill,NE,NE,Clinic/Center,municipal-fire-volunteer
1679092373,OMAHA TRIBE OF NEBRASKA,Macy,NE,NE,Ambulance,municipal-fire-volunteer
1851433692,ONG RURAL VOLUNTEER FIRE,Ong,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1265494348,ORCHARD VOLUNTEER FIRE AND RESCUE,Orchard,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1659333490,ORD VOLUNTEER FIRE DEPARTMENT,Ord,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1932215365,ORFORDVILLE FIRE PROTECTION DISTRICT,Orfordville,WI,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1609581768,ORLEANS RURAL FIRE DISTRICT,Orleans,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1770990616,OSAGE VOLUNTEER FIRE DEPARTMENT,Osage,WY,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1033251194,OSMOND RURAL FIRE PROTECTION DISTRICT,Osmond,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1306553920,OXFORD RURAL FIRE DEPT,Oxford,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1295516029,OXFORD RURAL FIRE DISTRICT,Oxford,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1831454081,OYENS FIRE DEPARTMENT,Oyens,IA,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1558414912,PALISADE FIRE DEPARTMENT,Palisade,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1083985188,PALISADE FIRE DEPARTMENT,Palisade,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1538318613,PALMER RESCUE SQUAD,Palmer,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1598774523,PALMYRA RESCUE SERVICE,Palmyra,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1861529422,"PAWNEE COUNTY AMBULANCE, INC.",Pawnee City,NE,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1053440875,PERCIVAL VOLUNTEER FIREMENT INC.,Percival,IA,NE,"Ambulance, Land Transport",municipal-fire-volunteer
1962955187,9 LINE MEDICAL SOLUTIONS,Omaha,NE,NE,"Ambulance, Land Transport",private
1720462104,ALPINE EMS INC,Alpine,WY,NE,"Ambulance, Land Transport",private
1295665461,AMERICAN AMBULANCE LLC,Omaha,NE,NE,Ambulance,private
1558331405,"AMERICAN AMBULANCE SERVICE, INC",Omaha,NE,NE,Ambulance,private
1336315225,"AMERICAN MEDICAL RESPONSE AMBULANCE SERVICE, INC.",Omaha,NE,NE,Ambulance,private
1295542520,AMERIPRO EMS OF NEBRASKA LLC,North Platte,NE,NE,Ambulance,private
1174513311,AREA AMBULANCE AUTHORITY,Cedar Rapids,IA,NE,"Ambulance, Land Transport",private
1063580397,"AREA EMERGENCY MEDICAL AND TRANSPORTATION SERVICES, INC.",Postville,IA,NE,"Ambulance, Land Transport",private
1679210769,ARROW MOBILE MEDICAL,Kimball,NE,NE,"Clinic/Center, Mental Health (Including Community Mental Health Center)",private
1659903342,BEAUTIFUL LIFE MEDICAL TRANSPORT LLC,Omaha,NE,NE,"Ambulance, Land Transport",private
1164501334,BLOOMFIELD AMBULANCE SERVICE,Bloomfield,NE,NE,Ambulance,private
1427456383,CALIBER OF OMAHA,Omaha,NE,NE,Non-emergency Medical Transport (VAN),private
1578223889,"CENTRAL ASSISTED LIVING, INC.",Central City,NE,NE,"Ambulance, Land Transport",private
1972486918,CENTRAL TRANSPORT LLC,Central City,NE,NE,"Ambulance, Land Transport",private
1619095569,COLERIDGE AMBULANCE SERVICE,Coleridge,NE,NE,"Ambulance, Land Transport",private
1770343675,COMFORT SQUAD MEDICAL TRANSPORT,Omaha,NE,NE,Non-emergency Medical Transport (VAN),private
1447885256,COMMUNITY CLINICS AT MEMORIAL REGIONAL HEALTH,Craig,CO,NE,"Ambulance, Land Transport",private
1073376505,CUMBERLAND FIREFIGHTERS ASSOCIATION INCORPORATED,Cumberland,IA,NE,"Ambulance, Land Transport",private
1568419125,EASTERN AMBULANCE SERVICE INC,Hastings,NE,NE,Ambulance,private
1699722298,EASTERN AMBULANCE SERVICE INC,Omaha,NE,NE,"Ambulance, Land Transport",private
1093896391,ESTHERVILLE AMBULANCE SERVICE INC.,Estherville,IA,NE,"Ambulance, Land Transport",private
1629249586,FRONTIER CO AMBLANCE,Curtis,NE,NE,"Ambulance, Land Transport",private
1306445333,HARPERS FERRY EMS ASSOCIATION INC,Harpers Ferry,IA,NE,"Ambulance, Land Transport",private
1104923473,HEARTLAND EMS INC,Fremont,NE,NE,"Ambulance, Land Transport",private
1477599470,HOLBROOK EMERGENCY MEDICAL SERVICES,Holbrook,NE,NE,"Ambulance, Land Transport",private
1295863900,LITCHFIELD RFD AMBULANCE,Litchfield,NE,NE,"Ambulance, Land Transport",private
1346466620,"LOUP CITY, ASHTON & ROCKVILLE COOPERATIVE AMBULANCE SERVICE",Loup City,NE,NE,"Ambulance, Land Transport",private
1346310364,MACEDONIA FIREMENS ASSOCIATION,Macedonia,IA,NE,"Ambulance, Land Transport",private
1396042479,MED-STAR AMBULANCE LLC,Franklin,TN,NE,"Ambulance, Land Transport",private
1396052023,MERNA EMERGENCY MEDICAL SERVICES,Merna,NE,NE,"Ambulance, Land Transport",private
1881936359,METROPOLITAN EMERGENCY SERVICES,Pittsburgh,PA,NE,"Ambulance, Land Transport",private
1548047152,MIDWEST MEDICAL TRANSPORT COMPANY LLC,Milwaukee,WI,NE,Ambulance,private
1760832695,MIDWEST MEDICAL TRANSPORT COMPANY LLC,Atlantic,IA,NE,Ambulance,private
1538612320,MIDWEST MEDICAL TRANSPORT COMPANY LLC,Sheldon,IA,NE,Ambulance,private
1073296893,MIDWEST MEDICAL TRANSPORT COMPANY LLC,Des Moines,IA,NE,Ambulance,private
1992579338,MIDWEST MEDICAL TRANSPORT COMPANY LLC,Pawtucket,RI,NE,Ambulance,private
1982069134,MIDWEST MEDICAL TRANSPORT COMPANY LLC,Audubon,IA,NE,Ambulance,private
1871991125,MIDWEST MEDICAL TRANSPORT COMPANY LLC,Columbus,NE,NE,Ambulance,private
1235998626,MIDWEST MEDICAL TRANSPORT COMPANY LLC,Kansas City,MO,NE,Ambulance,private
1003266339,MIDWEST MEDICAL TRANSPORT COMPANY LLC,Mason City,IA,NE,Ambulance,private
1740645332,MIDWEST MEDICAL TRANSPORT COMPANY LLC,Council Bluffs,IA,NE,Ambulance,private
1477490381,MIDWEST MEDICAL TRANSPORT COMPANY LLC,Indianapolis,IN,NE,Ambulance,private
1356115562,MIDWEST MEDICAL TRANSPORT COMPANY LLC,Omaha,NE,NE,Ambulance,private
1548034754,MIDWEST MEDICAL TRANSPORT COMPANY LLC,Columbus,OH,NE,Ambulance,private
1053162420,MIDWEST MEDICAL TRANSPORT COMPANY LLC,Elizabeth City,NC,NE,Ambulance,private
1629831102,MIDWEST MEDICAL TRANSPORT COMPANY LLC,Colorado Springs,CO,NE,Ambulance,private
1235681354,"MIDWEST MEDICAL TRANSPORT COMPANY, LLC DBA FRASER TRANSPORTATION SERVI",Des Moines,IA,NE,Ambulance,private
1205387545,"MIDWEST MEDICAL TRANSPORT COMPANY, LLC-ABERDEEN, SD",Aberdeen,SD,NE,Ambulance,private
1932650272,"MIDWEST MEDICAL TRANSPORT COMPANY, LLC-ALBIA, IA",Albia,IA,NE,Ambulance,private
1346792371,"MIDWEST MEDICAL TRANSPORT COMPANY, LLC-DBA SOUTHEAST IOWA AMBULANCE",Columbus,NE,NE,Ambulance,private
1134670219,"MIDWEST MEDICAL TRANSPORT COMPANY, LLC-HURON, SD",Huron,SD,NE,Ambulance,private
1588115893,"MIDWEST MEDICAL TRANSPORT COMPANY, LLC-SIOUX CITY, IA.",Sioux City,IA,NE,Ambulance,private
1922872134,MIDWEST MEDICAL TRANSPORT LLC,Virginia Beach,VA,NE,Ambulance,private
1497744395,MINDEN EMERGENCY SERVICES,Minden,IA,NE,"Ambulance, Land Transport",private
1265565006,"NORFOLK AMBULANCE SERVICE, INC.",Norfolk,NE,NE,"Ambulance, Land Transport",private
1285324947,PAPIO AMBULANCE SERVICES INC,Papillion,NE,NE,"Ambulance, Land Transport",private
1104699545,"PIONEER AMBULANCE SERVICE, LLC",Omaha,NE,NE,Ambulance,private
1477436988,PIONEER METRO AMBULANCE LLC,Omaha,NE,NE,Ambulance,private
